gsa_id,year,subbasin_id,area_fraction,gsp_id,GSP_Name,GSA_Name,basin_id,basin_name,status_raw,status_std,is_complete,is_incomplete,is_inadequate,is_under_review,in_state_intervention,date_posted,date_determination,governance_quality_index,fallow_acres,fallow_pct,panel_version,time_invariant_governance_flag,data_quality_note
191,2012,5-022.05,0.9995675938884963,160,,,5-022,SAN JOAQUIN VALLEY,Inadequate - Under Review,inadequate_under_review,True,False,False,False,False,2025-07-15,,1.0,,,1.0.0,True,GSP status is snapshot; subsidence epoch-averaged; dry wells at county level only
191,2023,5-022.05,0.9995675938884963,160,,,5-022,SAN JOAQUIN VALLEY,Inadequate - Under Review,inadequate_under_review,True,False,False,False,False,2025-07-15,,1.0,,,1.0.0,True,GSP status is snapshot; subsidence epoch-averaged; dry wells at county level only
191,2024,5-022.05,0.9995675938884963,160,,,5-022,SAN JOAQUIN VALLEY,Inadequate - Under Review,inadequate_under_review,True,False,False,False,False,2025-07-15,,1.0,20147.46,15.72,1.0.0,True,GSP status is snapshot; subsidence epoch-averaged; dry wells at county level only
343,2012,5-022.15,0.9997390081145191,122,,,5-022,SAN JOAQUIN VALLEY,Approved,approved,True,False,False,False,False,2022-02-07,,1.0,,,1.0.0,True,GSP status is snapshot; subsidence epoch-averaged; dry wells at county level only
343,2013,5-022.15,0.9997390081145191,122,,,5-022,SAN JOAQUIN VALLEY,Approved,approved,True,False,False,False,False,2022-02-07,,1.0,,,1.0.0,True,GSP status is snapshot; subsidence epoch-averaged; dry wells at county level only
343,2014,5-022.15,0.9997390081145191,122,,,5-022,SAN JOAQUIN VALLEY,Approved,approved,True,False,False,False,False,2022-02-07,,1.0,7766.25,6.59,1.0.0,True,GSP status is snapshot; subsidence epoch-averaged; dry wells at county level only
343,2015,5-022.15,0.9997390081145191,122,,,5-022,SAN JOAQUIN VALLEY,Approved,approved,True,False,False,False,False,2022-02-07,,1.0,,,1.0.0,True,GSP status is snapshot; subsidence epoch-averaged; dry wells at county level only
343,2016,5-022.15,0.9997390081145191,122,,,5-022,SAN JOAQUIN VALLEY,Approved,approved,True,False,False,False,False,2022-02-07,,1.0,5819.43,4.89,1.0.0,True,GSP status is snapshot; subsidence epoch-averaged; dry wells at county level only
343,2017,5-022.15,0.9997390081145191,122,,,5-022,SAN JOAQUIN VALLEY,Approved,approved,True,False,False,False,False,2022-02-07,,1.0,,,1.0.0,True,GSP status is snapshot; subsidence epoch-averaged; dry wells at county level only
343,2018,5-022.15,0.9997390081145191,122,,,5-022,SAN JOAQUIN VALLEY,Approved,approved,True,False,False,False,False,2022-02-07,,1.0,25482.87,21.43,1.0.0,True,GSP status is snapshot; subsidence epoch-averaged; dry wells at county level only
343,2019,5-022.15,0.9997390081145191,122,,,5-022,SAN JOAQUIN VALLEY,Approved,approved,True,False,False,False,False,2022-02-07,,1.0,17667.25,13.4,1.0.0,True,GSP status is snapshot; subsidence epoch-averaged; dry wells at county level only
343,2020,5-022.15,0.9997390081145191,122,,,5-022,SAN JOAQUIN VALLEY,Approved,approved,True,False,False,False,False,2022-02-07,,1.0,21195.31,16.11,1.0.0,True,GSP status is snapshot; subsidence epoch-averaged; dry wells at county level only
343,2021,5-022.15,0.9997390081145191,122,,,5-022,SAN JOAQUIN VALLEY,Approved,approved,True,False,False,False,False,2022-02-07,,1.0,17827.95,13.48,1.0.0,True,GSP status is snapshot; subsidence epoch-averaged; dry wells at county level only
343,2022,5-022.15,0.9997390081145191,122,,,5-022,SAN JOAQUIN VALLEY,Approved,approved,True,False,False,False,False,2022-02-07,,1.0,16869.4,12.83,1.0.0,True,GSP status is snapshot; subsidence epoch-averaged; dry wells at county level only
343,2023,5-022.15,0.9997390081145191,122,,,5-022,SAN JOAQUIN VALLEY,Approved,approved,True,False,False,False,False,2022-02-07,,1.0,,,1.0.0,True,GSP status is snapshot; subsidence epoch-averaged; dry wells at county level only
343,2024,5-022.15,0.9997390081145191,122,,,5-022,SAN JOAQUIN VALLEY,Approved,approved,True,False,False,False,False,2022-02-07,,1.0,16528.64,13.57,1.0.0,True,GSP status is snapshot; subsidence epoch-averaged; dry wells at county level only
408,2012,5-022.10,0.9999309843300418,145,,,5-022,SAN JOAQUIN VALLEY,Inadequate,inadequate,True,False,False,False,False,2022-04-08,,1.0,,,1.0.0,True,GSP status is snapshot; subsidence epoch-averaged; dry wells at county level only
408,2013,5-022.10,0.9999309843300418,145,,,5-022,SAN JOAQUIN VALLEY,Inadequate,inadequate,True,False,False,False,False,2022-04-08,,1.0,,,1.0.0,True,GSP status is snapshot; subsidence epoch-averaged; dry wells at county level only
408,2014,5-022.10,0.9999309843300418,145,,,5-022,SAN JOAQUIN VALLEY,Inadequate,inadequate,True,False,False,False,False,2022-04-08,,1.0,15236.12,48.54,1.0.0,True,GSP status is snapshot; subsidence epoch-averaged; dry wells at county level only
408,2015,5-022.10,0.9999309843300418,145,,,5-022,SAN JOAQUIN VALLEY,Inadequate,inadequate,True,False,False,False,False,2022-04-08,,1.0,,,1.0.0,True,GSP status is snapshot; subsidence epoch-averaged; dry wells at county level only
408,2016,5-022.10,0.9999309843300418,145,,,5-022,SAN JOAQUIN VALLEY,Inadequate,inadequate,True,False,False,False,False,2022-04-08,,1.0,8012.56,24.28,1.0.0,True,GSP status is snapshot; subsidence epoch-averaged; dry wells at county level only
408,2017,5-022.10,0.9999309843300418,145,,,5-022,SAN JOAQUIN VALLEY,Inadequate,inadequate,True,False,False,False,False,2022-04-08,,1.0,,,1.0.0,True,GSP status is snapshot; subsidence epoch-averaged; dry wells at county level only
408,2018,5-022.10,0.9999309843300418,145,,,5-022,SAN JOAQUIN VALLEY,Inadequate,inadequate,True,False,False,False,False,2022-04-08,,1.0,10055.05,30.33,1.0.0,True,GSP status is snapshot; subsidence epoch-averaged; dry wells at county level only
408,2019,5-022.10,0.9999309843300418,145,,,5-022,SAN JOAQUIN VALLEY,Inadequate,inadequate,True,False,False,False,False,2022-04-08,,1.0,13248.86,40.85,1.0.0,True,GSP status is snapshot; subsidence epoch-averaged; dry wells at county level only
408,2020,5-022.10,0.9999309843300418,145,,,5-022,SAN JOAQUIN VALLEY,Inadequate,inadequate,True,False,False,False,False,2022-04-08,,1.0,11534.37,35.44,1.0.0,True,GSP status is snapshot; subsidence epoch-averaged; dry wells at county level only
408,2021,5-022.10,0.9999309843300418,145,,,5-022,SAN JOAQUIN VALLEY,Inadequate,inadequate,True,False,False,False,False,2022-04-08,,1.0,16048.13,49.87,1.0.0,True,GSP status is snapshot; subsidence epoch-averaged; dry wells at county level only
408,2022,5-022.10,0.9999309843300418,145,,,5-022,SAN JOAQUIN VALLEY,Inadequate,inadequate,True,False,False,False,False,2022-04-08,,1.0,15577.15,50.51,1.0.0,True,GSP status is snapshot; subsidence epoch-averaged; dry wells at county level only
408,2023,5-022.10,0.9999309843300418,145,,,5-022,SAN JOAQUIN VALLEY,Inadequate,inadequate,True,False,False,False,False,2022-04-08,,1.0,,,1.0.0,True,GSP status is snapshot; subsidence epoch-averaged; dry wells at county level only
408,2024,5-022.10,0.9999309843300418,145,,,5-022,SAN JOAQUIN VALLEY,Inadequate,inadequate,True,False,False,False,False,2022-04-08,,1.0,11873.02,38.03,1.0.0,True,GSP status is snapshot; subsidence epoch-averaged; dry wells at county level only
358,2012,5-022.12,0.9999497214730743,57,,,5-022,SAN JOAQUIN VALLEY,Inadequate,inadequate,True,False,False,False,False,2020-02-19,,1.0,,,1.0.0,True,GSP status is snapshot; subsidence epoch-averaged; dry wells at county level only
358,2013,5-022.12,0.9999497214730743,57,,,5-022,SAN JOAQUIN VALLEY,Inadequate,inadequate,True,False,False,False,False,2020-02-19,,1.0,,,1.0.0,True,GSP status is snapshot; subsidence epoch-averaged; dry wells at county level only
358,2014,5-022.12,0.9999497214730743,57,,,5-022,SAN JOAQUIN VALLEY,Inadequate,inadequate,True,False,False,False,False,2020-02-19,,1.0,10514.73,27.21,1.0.0,True,GSP status is snapshot; subsidence epoch-averaged; dry wells at county level only
358,2015,5-022.12,0.9999497214730743,57,,,5-022,SAN JOAQUIN VALLEY,Inadequate,inadequate,True,False,False,False,False,2020-02-19,,1.0,,,1.0.0,True,GSP status is snapshot; subsidence epoch-averaged; dry wells at county level only
358,2016,5-022.12,0.9999497214730743,57,,,5-022,SAN JOAQUIN VALLEY,Inadequate,inadequate,True,False,False,False,False,2020-02-19,,1.0,23080.64,44.28,1.0.0,True,GSP status is snapshot; subsidence epoch-averaged; dry wells at county level only
358,2017,5-022.12,0.9999497214730743,57,,,5-022,SAN JOAQUIN VALLEY,Inadequate,inadequate,True,False,False,False,False,2020-02-19,,1.0,,,1.0.0,True,GSP status is snapshot; subsidence epoch-averaged; dry wells at county level only
358,2018,5-022.12,0.9999497214730743,57,,,5-022,SAN JOAQUIN VALLEY,Inadequate,inadequate,True,False,False,False,False,2020-02-19,,1.0,26243.97,50.97,1.0.0,True,GSP status is snapshot; subsidence epoch-averaged; dry wells at county level only
358,2019,5-022.12,0.9999497214730743,57,,,5-022,SAN JOAQUIN VALLEY,Inadequate,inadequate,True,False,False,False,False,2020-02-19,,1.0,22942.74,44.95,1.0.0,True,GSP status is snapshot; subsidence epoch-averaged; dry wells at county level only
358,2020,5-022.12,0.9999497214730743,57,,,5-022,SAN JOAQUIN VALLEY,Inadequate,inadequate,True,False,False,False,False,2020-02-19,,1.0,24645.0,48.35,1.0.0,True,GSP status is snapshot; subsidence epoch-averaged; dry wells at county level only
358,2021,5-022.12,0.9999497214730743,57,,,5-022,SAN JOAQUIN VALLEY,Inadequate,inadequate,True,False,False,False,False,2020-02-19,,1.0,28551.21,56.02,1.0.0,True,GSP status is snapshot; subsidence epoch-averaged; dry wells at county level only
358,2022,5-022.12,0.9999497214730743,57,,,5-022,SAN JOAQUIN VALLEY,Inadequate,inadequate,True,False,False,False,False,2020-02-19,,1.0,25411.16,50.05,1.0.0,True,GSP status is snapshot; subsidence epoch-averaged; dry wells at county level only
358,2023,5-022.12,0.9999497214730743,57,,,5-022,SAN JOAQUIN VALLEY,Inadequate,inadequate,True,False,False,False,False,2020-02-19,,1.0,,,1.0.0,True,GSP status is snapshot; subsidence epoch-averaged; dry wells at county level only
358,2024,5-022.12,0.9999497214730743,57,,,5-022,SAN JOAQUIN VALLEY,Inadequate,inadequate,True,False,False,False,False,2020-02-19,,1.0,24624.94,48.73,1.0.0,True,GSP status is snapshot; subsidence epoch-averaged; dry wells at county level only
19,2012,5-022.06,0.9999982609427196,160,,,5-022,SAN JOAQUIN VALLEY,Inadequate - Under Review,inadequate_under_review,True,False,False,False,False,2025-07-15,,1.0,,,1.0.0,True,GSP status is snapshot; subsidence epoch-averaged; dry wells at county level only
19,2013,5-022.06,0.9999982609427196,160,,,5-022,SAN JOAQUIN VALLEY,Inadequate - Under Review,inadequate_under_review,True,False,False,False,False,2025-07-15,,1.0,,,1.0.0,True,GSP status is snapshot; subsidence epoch-averaged; dry wells at county level only
19,2014,5-022.06,0.9999982609427196,160,,,5-022,SAN JOAQUIN VALLEY,Inadequate - Under Review,inadequate_under_review,True,False,False,False,False,2025-07-15,,1.0,2419.74,1.98,1.0.0,True,GSP status is snapshot; subsidence epoch-averaged; dry wells at county level only
19,2015,5-022.06,0.9999982609427196,160,,,5-022,SAN JOAQUIN VALLEY,Inadequate - Under Review,inadequate_under_review,True,False,False,False,False,2025-07-15,,1.0,,,1.0.0,True,GSP status is snapshot; subsidence epoch-averaged; dry wells at county level only
19,2016,5-022.06,0.9999982609427196,160,,,5-022,SAN JOAQUIN VALLEY,Inadequate - Under Review,inadequate_under_review,True,False,False,False,False,2025-07-15,,1.0,5795.44,4.36,1.0.0,True,GSP status is snapshot; subsidence epoch-averaged; dry wells at county level only
19,2017,5-022.06,0.9999982609427196,160,,,5-022,SAN JOAQUIN VALLEY,Inadequate - Under Review,inadequate_under_review,True,False,False,False,False,2025-07-15,,1.0,,,1.0.0,True,GSP status is snapshot; subsidence epoch-averaged; dry wells at county level only
19,2018,5-022.06,0.9999982609427196,160,,,5-022,SAN JOAQUIN VALLEY,Inadequate - Under Review,inadequate_under_review,True,False,False,False,False,2025-07-15,,1.0,22632.23,17.59,1.0.0,True,GSP status is snapshot; subsidence epoch-averaged; dry wells at county level only
19,2019,5-022.06,0.9999982609427196,160,,,5-022,SAN JOAQUIN VALLEY,Inadequate - Under Review,inadequate_under_review,True,False,False,False,False,2025-07-15,,1.0,22492.35,17.48,1.0.0,True,GSP status is snapshot; subsidence epoch-averaged; dry wells at county level only
19,2020,5-022.06,0.9999982609427196,160,,,5-022,SAN JOAQUIN VALLEY,Inadequate - Under Review,inadequate_under_review,True,False,False,False,False,2025-07-15,,1.0,24955.35,19.45,1.0.0,True,GSP status is snapshot; subsidence epoch-averaged; dry wells at county level only
19,2021,5-022.06,0.9999982609427196,160,,,5-022,SAN JOAQUIN VALLEY,Inadequate - Under Review,inadequate_under_review,True,False,False,False,False,2025-07-15,,1.0,17345.56,13.51,1.0.0,True,GSP status is snapshot; subsidence epoch-averaged; dry wells at county level only
19,2022,5-022.06,0.9999982609427196,160,,,5-022,SAN JOAQUIN VALLEY,Inadequate - Under Review,inadequate_under_review,True,False,False,False,False,2025-07-15,,1.0,19108.03,14.89,1.0.0,True,GSP status is snapshot; subsidence epoch-averaged; dry wells at county level only
19,2023,5-022.06,0.9999982609427196,160,,,5-022,SAN JOAQUIN VALLEY,Inadequate - Under Review,inadequate_under_review,True,False,False,False,False,2025-07-15,,1.0,,,1.0.0,True,GSP status is snapshot; subsidence epoch-averaged; dry wells at county level only
19,2024,5-022.06,0.9999982609427196,160,,,5-022,SAN JOAQUIN VALLEY,Inadequate - Under Review,inadequate_under_review,True,False,False,False,False,2025-07-15,,1.0,20147.46,15.72,1.0.0,True,GSP status is snapshot; subsidence epoch-averaged; dry wells at county level only
360,2012,5-022.07,1.0,15,,,5-022,SAN JOAQUIN VALLEY,Correspondence - Post State Intervention,state_intervention,False,False,False,False,False,2020-01-31,,0.5,,,1.0.0,True,GSP status is snapshot; subsidence epoch-averaged; dry wells at county level only
360,2013,5-022.07,1.0,15,,,5-022,SAN JOAQUIN VALLEY,Correspondence - Post State Intervention,state_intervention,False,False,False,False,False,2020-01-31,,0.5,,,1.0.0,True,GSP status is snapshot; subsidence epoch-averaged; dry wells at county level only
360,2014,5-022.07,1.0,15,,,5-022,SAN JOAQUIN VALLEY,Correspondence - Post State Intervention,state_intervention,False,False,False,False,False,2020-01-31,,0.5,27662.06,6.97,1.0.0,True,GSP status is snapshot; subsidence epoch-averaged; dry wells at county level only
360,2015,5-022.07,1.0,15,,,5-022,SAN JOAQUIN VALLEY,Correspondence - Post State Intervention,state_intervention,False,False,False,False,False,2020-01-31,,0.5,,,1.0.0,True,GSP status is snapshot; subsidence epoch-averaged; dry wells at county level only
360,2016,5-022.07,1.0,15,,,5-022,SAN JOAQUIN VALLEY,Correspondence - Post State Intervention,state_intervention,False,False,False,False,False,2020-01-31,,0.5,14191.1,3.54,1.0.0,True,GSP status is snapshot; subsidence epoch-averaged; dry wells at county level only
360,2017,5-022.07,1.0,15,,,5-022,SAN JOAQUIN VALLEY,Correspondence - Post State Intervention,state_intervention,False,False,False,False,False,2020-01-31,,0.5,,,1.0.0,True,GSP status is snapshot; subsidence epoch-averaged; dry wells at county level only
360,2018,5-022.07,1.0,15,,,5-022,SAN JOAQUIN VALLEY,Correspondence - Post State Intervention,state_intervention,False,False,False,False,False,2020-01-31,,0.5,96104.32,38.26,1.0.0,True,GSP status is snapshot; subsidence epoch-averaged; dry wells at county level only
360,2019,5-022.07,1.0,15,,,5-022,SAN JOAQUIN VALLEY,Correspondence - Post State Intervention,state_intervention,False,False,False,False,False,2020-01-31,,0.5,88222.58,35.02,1.0.0,True,GSP status is snapshot; subsidence epoch-averaged; dry wells at county level only
360,2020,5-022.07,1.0,15,,,5-022,SAN JOAQUIN VALLEY,Correspondence - Post State Intervention,state_intervention,False,False,False,False,False,2020-01-31,,0.5,86382.23,34.27,1.0.0,True,GSP status is snapshot; subsidence epoch-averaged; dry wells at county level only
360,2021,5-022.07,1.0,15,,,5-022,SAN JOAQUIN VALLEY,Correspondence - Post State Intervention,state_intervention,False,False,False,False,False,2020-01-31,,0.5,77893.56,30.87,1.0.0,True,GSP status is snapshot; subsidence epoch-averaged; dry wells at county level only
360,2022,5-022.07,1.0,15,,,5-022,SAN JOAQUIN VALLEY,Correspondence - Post State Intervention,state_intervention,False,False,False,False,False,2020-01-31,,0.5,84062.68,33.32,1.0.0,True,GSP status is snapshot; subsidence epoch-averaged; dry wells at county level only
360,2023,5-022.07,1.0,15,,,5-022,SAN JOAQUIN VALLEY,Correspondence - Post State Intervention,state_intervention,False,False,False,False,False,2020-01-31,,0.5,,,1.0.0,True,GSP status is snapshot; subsidence epoch-averaged; dry wells at county level only
360,2024,5-022.07,1.0,15,,,5-022,SAN JOAQUIN VALLEY,Correspondence - Post State Intervention,state_intervention,False,False,False,False,False,2020-01-31,,0.5,75792.28,30.1,1.0.0,True,GSP status is snapshot; subsidence epoch-averaged; dry wells at county level only
182,2012,5-022.16,1.0,106,,,,,,,,,,,,,,,,,1.0.0,True,GSP status is snapshot; subsidence epoch-averaged; dry wells at county level only
182,2013,5-022.16,1.0,106,,,,,,,,,,,,,,,,,1.0.0,True,GSP status is snapshot; subsidence epoch-averaged; dry wells at county level only
182,2014,5-022.16,1.0,106,,,,,,,,,,,,,,,,,1.0.0,True,GSP status is snapshot; subsidence epoch-averaged; dry wells at county level only
182,2015,5-022.16,1.0,106,,,,,,,,,,,,,,,,,1.0.0,True,GSP status is snapshot; subsidence epoch-averaged; dry wells at county level only
182,2016,5-022.16,1.0,106,,,,,,,,,,,,,,,,,1.0.0,True,GSP status is snapshot; subsidence epoch-averaged; dry wells at county level only
182,2017,5-022.16,1.0,106,,,,,,,,,,,,,,,,,1.0.0,True,GSP status is snapshot; subsidence epoch-averaged; dry wells at county level only
182,2018,5-022.16,1.0,106,,,,,,,,,,,,,,,,,1.0.0,True,GSP status is snapshot; subsidence epoch-averaged; dry wells at county level only
182,2019,5-022.16,1.0,106,,,,,,,,,,,,,,,,,1.0.0,True,GSP status is snapshot; subsidence epoch-averaged; dry wells at county level only
182,2020,5-022.16,1.0,106,,,,,,,,,,,,,,,,,1.0.0,True,GSP status is snapshot; subsidence epoch-averaged; dry wells at county level only
182,2021,5-022.16,1.0,106,,,,,,,,,,,,,,,,,1.0.0,True,GSP status is snapshot; subsidence epoch-averaged; dry wells at county level only
182,2022,5-022.16,1.0,106,,,,,,,,,,,,,,,,,1.0.0,True,GSP status is snapshot; subsidence epoch-averaged; dry wells at county level only
182,2023,5-022.16,1.0,106,,,,,,,,,,,,,,,,,1.0.0,True,GSP status is snapshot; subsidence epoch-averaged; dry wells at county level only
182,2024,5-022.16,1.0,106,,,,,,,,,,,,,,,,,1.0.0,True,GSP status is snapshot; subsidence epoch-averaged; dry wells at county level only
183,2012,5-022.01,0.9997214777746282,122,,,5-022,SAN JOAQUIN VALLEY,Approved,approved,True,False,False,False,False,2022-02-07,,1.0,,,1.0.0,True,GSP status is snapshot; subsidence epoch-averaged; dry wells at county level only
183,2013,5-022.01,0.9997214777746282,122,,,5-022,SAN JOAQUIN VALLEY,Approved,approved,True,False,False,False,False,2022-02-07,,1.0,,,1.0.0,True,GSP status is snapshot; subsidence epoch-averaged; dry wells at county level only
183,2014,5-022.01,0.9997214777746282,122,,,5-022,SAN JOAQUIN VALLEY,Approved,approved,True,False,False,False,False,2022-02-07,,1.0,7766.25,6.59,1.0.0,True,GSP status is snapshot; subsidence epoch-averaged; dry wells at county level only
183,2015,5-022.01,0.9997214777746282,122,,,5-022,SAN JOAQUIN VALLEY,Approved,approved,True,False,False,False,False,2022-02-07,,1.0,,,1.0.0,True,GSP status is snapshot; subsidence epoch-averaged; dry wells at county level only
183,2016,5-022.01,0.9997214777746282,122,,,5-022,SAN JOAQUIN VALLEY,Approved,approved,True,False,False,False,False,2022-02-07,,1.0,5819.43,4.89,1.0.0,True,GSP status is snapshot; subsidence epoch-averaged; dry wells at county level only
183,2017,5-022.01,0.9997214777746282,122,,,5-022,SAN JOAQUIN VALLEY,Approved,approved,True,False,False,False,False,2022-02-07,,1.0,,,1.0.0,True,GSP status is snapshot; subsidence epoch-averaged; dry wells at county level only
183,2018,5-022.01,0.9997214777746282,122,,,5-022,SAN JOAQUIN VALLEY,Approved,approved,True,False,False,False,False,2022-02-07,,1.0,25482.87,21.43,1.0.0,True,GSP status is snapshot; subsidence epoch-averaged; dry wells at county level only
183,2019,5-022.01,0.9997214777746282,122,,,5-022,SAN JOAQUIN VALLEY,Approved,approved,True,False,False,False,False,2022-02-07,,1.0,17667.25,13.4,1.0.0,True,GSP status is snapshot; subsidence epoch-averaged; dry wells at county level only
183,2020,5-022.01,0.9997214777746282,122,,,5-022,SAN JOAQUIN VALLEY,Approved,approved,True,False,False,False,False,2022-02-07,,1.0,21195.31,16.11,1.0.0,True,GSP status is snapshot; subsidence epoch-averaged; dry wells at county level only
183,2021,5-022.01,0.9997214777746282,122,,,5-022,SAN JOAQUIN VALLEY,Approved,approved,True,False,False,False,False,2022-02-07,,1.0,17827.95,13.48,1.0.0,True,GSP status is snapshot; subsidence epoch-averaged; dry wells at county level only
183,2022,5-022.01,0.9997214777746282,122,,,5-022,SAN JOAQUIN VALLEY,Approved,approved,True,False,False,False,False,2022-02-07,,1.0,16869.4,12.83,1.0.0,True,GSP status is snapshot; subsidence epoch-averaged; dry wells at county level only
183,2023,5-022.01,0.9997214777746282,122,,,5-022,SAN JOAQUIN VALLEY,Approved,approved,True,False,False,False,False,2022-02-07,,1.0,,,1.0.0,True,GSP status is snapshot; subsidence epoch-averaged; dry wells at county level only
183,2024,5-022.01,0.9997214777746282,122,,,5-022,SAN JOAQUIN VALLEY,Approved,approved,True,False,False,False,False,2022-02-07,,1.0,16528.64,13.57,1.0.0,True,GSP status is snapshot; subsidence epoch-averaged; dry wells at county level only
188,2012,5-022.14,1.0,167,,,5-022,SAN JOAQUIN VALLEY,Inadequate - Under Review,inadequate_under_review,True,False,False,False,False,2026-02-04,,1.0,,,1.0.0,True,GSP status is snapshot; subsidence epoch-averaged; dry wells at county level only
188,2013,5-022.14,1.0,167,,,5-022,SAN JOAQUIN VALLEY,Inadequate - Under Review,inadequate_under_review,True,False,False,False,False,2026-02-04,,1.0,,,1.0.0,True,GSP status is snapshot; subsidence epoch-averaged; dry wells at county level only
188,2014,5-022.14,1.0,167,,,5-022,SAN JOAQUIN VALLEY,Inadequate - Under Review,inadequate_under_review,True,False,False,False,False,2026-02-04,,1.0,33714.82,5.55,1.0.0,True,GSP status is snapshot; subsidence epoch-averaged; dry wells at county level only
188,2015,5-022.14,1.0,167,,,5-022,SAN JOAQUIN VALLEY,Inadequate - Under Review,inadequate_under_review,True,False,False,False,False,2026-02-04,,1.0,,,1.0.0,True,GSP status is snapshot; subsidence epoch-averaged; dry wells at county level only
188,2016,5-022.14,1.0,167,,,5-022,SAN JOAQUIN VALLEY,Inadequate - Under Review,inadequate_under_review,True,False,False,False,False,2026-02-04,,1.0,52563.8,8.61,1.0.0,True,GSP status is snapshot; subsidence epoch-averaged; dry wells at county level only
188,2017,5-022.14,1.0,167,,,5-022,SAN JOAQUIN VALLEY,Inadequate - Under Review,inadequate_under_review,True,False,False,False,False,2026-02-04,,1.0,,,1.0.0,True,GSP status is snapshot; subsidence epoch-averaged; dry wells at county level only
188,2018,5-022.14,1.0,167,,,5-022,SAN JOAQUIN VALLEY,Inadequate - Under Review,inadequate_under_review,True,False,False,False,False,2026-02-04,,1.0,101168.39,16.97,1.0.0,True,GSP status is snapshot; subsidence epoch-averaged; dry wells at county level only
188,2019,5-022.14,1.0,167,,,5-022,SAN JOAQUIN VALLEY,Inadequate - Under Review,inadequate_under_review,True,False,False,False,False,2026-02-04,,1.0,87752.83,14.67,1.0.0,True,GSP status is snapshot; subsidence epoch-averaged; dry wells at county level only
188,2020,5-022.14,1.0,167,,,5-022,SAN JOAQUIN VALLEY,Inadequate - Under Review,inadequate_under_review,True,False,False,False,False,2026-02-04,,1.0,101343.89,16.82,1.0.0,True,GSP status is snapshot; subsidence epoch-averaged; dry wells at county level only
188,2021,5-022.14,1.0,167,,,5-022,SAN JOAQUIN VALLEY,Inadequate - Under Review,inadequate_under_review,True,False,False,False,False,2026-02-04,,1.0,107775.67,17.88,1.0.0,True,GSP status is snapshot; subsidence epoch-averaged; dry wells at county level only
